cohort,id,ticker,stage,detected_at,detected_at_iso,price,actionable_rank,quality_label,quality_score,ross_score,rv15,change_5s_pct,change_15s_pct,change_30s_pct,timeliness_label,coverage,classification,stored_max_1m_pct,stored_max_5m_pct,stored_max_15m_pct,stored_time_to_peak_seconds,first_ts,last_ts,return_30s_pct,mfe_30s_pct,mae_30s_pct,return_60s_pct,mfe_60s_pct,mae_60s_pct,return_120s_pct,mfe_120s_pct,mae_120s_pct,return_300s_pct,mfe_300s_pct,mae_300s_pct,return_900s_pct,mfe_900s_pct,mae_900s_pct
ACTIONABLE,71563,IOVA,EARLY,1786988816.0,2026-08-17T17:46:56+00:00,7.22,B,CLEAN,82,75,1.45728123990959,0.06930006930006005,0.0027701598382057213,-0.16316822920987573,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.16481994459833782,,267.8253722190857,1786987605.0,1786989195.0,-0.20498614958448513,0.06925207756232066,-0.13850415512465242,-0.18421052631578672,0.13850415512466352,-0.27700831024930483,-0.06925207756232066,0.13850415512466352,-0.27700831024930483,-0.20775623268697307,0.41551246537396835,-0.27700831024930483,,0.41551246537396835,-0.27700831024930483
ACTIONABLE,71467,NVD,EARLY,1786988810.0,2026-08-17T17:46:50+00:00,3.89,B,CLEAN,82,75,7.053571428571429,0.002570760173781217,0.1544799176107059,0.12870012870014325,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.25706940874035134,0.25706940874035134,,4.758159160614014,1786987605.0,1786989135.0,0.12853470437017567,0.12853470437017567,0.017994858611825038,0.0025706940874004047,0.13110539845757607,0.0,-0.25706940874036244,0.23136246786632508,-0.25706940874036244,-0.12853470437018677,0.23136246786632508,-0.25706940874036244,,0.23136246786632508,-0.25706940874036244
ACTIONABLE,71451,GGB,EARLY,1786988809.0,2026-08-17T17:46:49+00:00,4.81,B,CLEAN,82,62,0.031496062992125984,0.10405827263266776,0.10405827263266776,0.11030865610754947,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987605.0,1786989195.0,-0.10395010395010118,-0.10395010395010118,-0.20790020790020236,-0.10395010395010118,0.0,-0.20790020790020236,-0.20790020790020236,0.0,-0.20790020790020236,-0.11642411642410755,0.0,-0.20790020790020236,,0.0,-0.20790020790020236
ACTIONABLE,71431,SHLS,EARLY,1786988807.0,2026-08-17T17:46:47+00:00,8.13,B,CLEAN,82,62,0.005953488372093023,0.12315270935963074,0.07139164471579029,0.12315270935963074,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987605.0,1786989195.0,0.0024600246002481896,0.057810578105788046,-0.18573185731857178,-0.12300123001232066,0.057810578105788046,-0.18573185731857178,-0.11931119311193727,0.057810578105788046,-0.24600246002461912,-0.11931119311193727,0.057810578105788046,-0.24600246002461912,,0.057810578105788046,-0.4305043050430557
ACTIONABLE,71400,PONY,EARLY,1786988804.0,2026-08-17T17:46:44+00:00,7.94,B,CLEAN,82,75,5.2072538860103625,0.0630119722747402,0.0630119722747402,0.30951929758069596,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987605.0,1786989195.0,-0.06297229219144329,-0.0012594458438375256,-0.17632241813602123,-0.09697732997482333,-0.0012594458438375256,-0.17632241813602123,-0.10705289672544582,-0.0012594458438375256,-0.25188916876575096,-0.31486146095718315,-0.0012594458438375256,-0.37783375314861534,,-0.0012594458438375256,-0.7556675062972307
ACTIONABLE,71414,PLTK,BREAKOUT,1786988804.0,2026-08-17T17:46:44+00:00,2.305,A,CLEAN,100,88,134.48958333333334,0.21739130434783593,0.3788703566607321,0.39635872642536096,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.17353579175705125,0.17353579175705125,,11.647289991378784,1786987605.0,1786989180.0,0.0,0.17353579175705125,0.0,-0.21691973969633072,0.17353579175705125,-0.17353579175705125,0.10845986984815426,0.17353579175705125,-0.21691973969633072,0.0,0.2169197396963085,-0.21691973969633072,,0.2169197396963085,-0.21691973969633072
ACTIONABLE,71392,ECX,EARLY,1786988803.0,2026-08-17T17:46:43+00:00,1.11,A,CLEAN,82,88,33.844621513944226,0.0,0.018021265092826866,0.0,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987605.0,1786989195.0,0.0,0.0,-0.18018018018017834,-0.45045045045045695,0.0,-0.45045045045045695,-0.45045045045045695,0.45045045045044585,-0.45045045045045695,-0.45045045045045695,0.45045045045044585,-0.45045045045045695,,0.45045045045044585,-0.45045045045045695
ACTIONABLE,71375,BB,EARLY,1786988802.0,2026-08-17T17:46:42+00:00,8.69,B,CLEAN,82,62,0.46703819491640614,-0.01840857839753296,-0.027610326262017537,-0.019558889515303157,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.11392405063290756,0.23014959723821615,,267.21514201164246,1786987590.0,1786989195.0,0.024165707710022133,0.11507479861909697,-0.15880322209436137,0.023014959723832717,0.11507479861909697,-0.15880322209436137,0.0,0.11507479861909697,-0.15880322209436137,0.20713463751438344,0.23014959723821615,-0.15880322209436137,,0.23014959723821615,-0.15880322209436137
ACTIONABLE,71326,SBET,EARLY,1786988801.0,2026-08-17T17:46:41+00:00,6.445,A,CLEAN,82,88,69.54698795180722,0.15540015540016494,0.07763975155279379,0.3253374013480581,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.07757951900697613,0.07757951900697613,,13.482271909713745,1786987590.0,1786989210.0,0.0,0.07757951900697613,-0.3785880527540697,0.021722265321955092,0.07757951900697613,-0.3785880527540697,-0.38789759503491394,0.07757951900697613,-0.5430566330488773,-0.07757951900697613,0.07757951900697613,-0.5430566330488773,,0.07757951900697613,-0.5430566330488773
ACTIONABLE,71345,EYPT,EARLY,1786988801.0,2026-08-17T17:46:41+00:00,4.655,B,CLEAN,82,75,3.2071248717709597,-0.10729613733905241,0.10752688172042113,0.5377853610073258,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_FALSE_POSITIVE,,,,,1786987590.0,1786989210.0,0.3222341568206222,0.7518796992481258,-0.40816326530612734,-0.4446831364124715,0.7518796992481258,-0.42105263157895534,-0.3222341568206333,0.7518796992481258,-0.9667024704618665,-0.9881847475832539,0.7518796992481258,-2.470461868958118,,0.7518796992481258,-2.470461868958118
