id,ticker,stage,detected_at,detected_at_iso,price,actionable_rank,quality_label,quality_score,ross_score,rv15,change_5s_pct,change_15s_pct,change_30s_pct,timeliness_label,notification_reason,classification,return_30s_pct,return_60s_pct,return_120s_pct,return_300s_pct,return_900s_pct,mfe_30s_pct,mae_30s_pct,mfe_60s_pct,mae_60s_pct,mfe_120s_pct,mae_120s_pct,mfe_300s_pct,mae_300s_pct,mfe_900s_pct,mae_900s_pct
46745,GORO,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,2.845,C,ILLIQUID,58,0,10.41,0.0,0.24665257223397408,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46741,ILPT,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,8.722,C,DEVELOPING,64,0,16.3,-0.2059496567505814,-0.2059496567505814,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46739,ALLT,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,7.68,C,ILLIQUID,58,0,4.02,0.17217091876662316,0.17217091876662316,0.0,,Python specialist intelligence,MIXED,0.06510416666667407,0.06510416666667407,0.06510416666667407,,,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407,0.06510416666667407
46733,NYC,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,7.575,C,ILLIQUID,40,0,20.28,-4.113924050632911,-2.759948652118094,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46731,ASTL,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,4.115,C,ILLIQUID,40,0,9.32,-0.12135922330096527,-0.12135922330096527,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46729,ZURA,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,5.61,C,ILLIQUID,40,0,34.3,-0.2666666666666595,0.0,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46725,KOPN,PRE_IGNITION,1786977488.0,2026-08-17T14:38:08+00:00,5.4051,C,DEVELOPING,58,50,9.058252427184467,0.0018501387603953034,0.0018501387603953034,0.0,PRE_IGNITION,Python specialist intelligence,MIXED,-0.020351149839969995,-0.020351149839969995,-0.020351149839969995,,,-0.020351149839969995,-0.020351149839969995,-0.020351149839969995,-0.020351149839969995,-0.020351149839969995,-0.020351149839969995,-0.0018501045308982889,-0.061053449519898884,-0.0018501045308982889,-0.061053449519898884
46723,EAD,PRE_IGNITION,1786977488.0,2026-08-17T14:38:08+00:00,6.3777,C,DEVELOPING,40,25,1.82,0.0,0.0,0.0,PRE_IGNITION,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46721,BTAI,ACTIVITY_WATCH,1786977488.0,2026-08-17T14:38:08+00:00,0.8724,C,ILLIQUID,40,0,61.08,-0.16021972991532296,-0.16021972991532296,0.0,,Python specialist intelligence,MIXED,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6762952773956998,-0.27510316368637433,0.6762952773956998,-0.27510316368637433
46719,OSTX,ACTIVITY_WATCH,1786977487.0,2026-08-17T14:38:07+00:00,1.45,C,ILLIQUID,40,0,17.77777777777778,-0.3436426116838587,0.0,0.0,,Python specialist intelligence,MIXED,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.34482758620690834,0.0,0.34482758620690834,0.0
46717,FBRT,PRE_IGNITION,1786977487.0,2026-08-17T14:38:07+00:00,8.09,C,DEVELOPING,58,38,2.42,0.06679365707642493,0.061842918985766104,0.0,PRE_IGNITION,Python specialist intelligence,MIXED,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0568603213844221,0.0,-0.0568603213844221
46715,GCTS,PRE_IGNITION,1786977487.0,2026-08-17T14:38:07+00:00,2.03,C,DEVELOPING,40,50,2.0786516853932584,0.07394626571355367,0.0,0.0,PRE_IGNITION,Python specialist intelligence,MIXED,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24630541871920597,0.0,-0.24630541871920597
46713,AHRT,ACTIVITY_WATCH,1786977487.0,2026-08-17T14:38:07+00:00,6.705,C,ILLIQUID,40,0,48.96,0.0,0.0,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46711,AUNA,ACTIVITY_WATCH,1786977487.0,2026-08-17T14:38:07+00:00,5.409,C,ILLIQUID,58,0,4.0,0.10178587952252016,-0.01848428835490301,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46709,LPL,ACTIVITY_WATCH,1786977487.0,2026-08-17T14:38:07+00:00,3.545,C,ILLIQUID,58,0,8.514851485148515,0.0,0.0,0.0,,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46707,OABI,PRE_IGNITION,1786977487.0,2026-08-17T14:38:07+00:00,4.0191,C,DEVELOPING,64,75,2.19740777666999,0.10211706102116747,-0.1465838509316919,0.0,PRE_IGNITION,Python specialist intelligence,MIXED,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7240426961259927,0.0,-0.7240426961259927
46705,BCYC,PRE_IGNITION,1786977487.0,2026-08-17T14:38:07+00:00,3.96,C,DEVELOPING,82,62,1.8972702646384663,0.25316455696202667,0.31919744642041614,0.0,PRE_IGNITION,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
46703,ZNB,PRE_IGNITION,1786977487.0,2026-08-17T14:38:07+00:00,2.16,C,DEVELOPING,58,50,5.64,0.0,0.0,0.0,PRE_IGNITION,Python specialist intelligence,UNMATURED,0.0,,,,,,,,,,,,,,
