cohort,id,ticker,stage,detected_at,detected_at_iso,price,actionable_rank,quality_label,quality_score,ross_score,rv15,change_5s_pct,change_15s_pct,change_30s_pct,timeliness_label,coverage,classification,stored_max_1m_pct,stored_max_5m_pct,stored_max_15m_pct,stored_time_to_peak_seconds,first_ts,last_ts,return_30s_pct,mfe_30s_pct,mae_30s_pct,return_60s_pct,mfe_60s_pct,mae_60s_pct,return_120s_pct,mfe_120s_pct,mae_120s_pct,return_300s_pct,mfe_300s_pct,mae_300s_pct,return_900s_pct,mfe_900s_pct,mae_900s_pct
ACTIONABLE,70123,KLC,EARLY,1786988224.0,2026-08-17T17:37:04+00:00,2.52,B,CLEAN,82,62,0.08329862557267805,0.035727045373357136,0.0,0.1988071570576455,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.1984126984126977,0.1984126984126977,,0.01291799545288086,1786987020.0,1786988550.0,-0.1984126984126977,-0.0912698412698365,-0.1984126984126977,-0.1984126984126977,-0.03174603174602719,-0.1984126984126977,-0.1984126984126977,-0.03174603174602719,-0.1984126984126977,-0.3055555555555478,0.0,-0.1984126984126977,,0.0,-0.3055555555555478
ACTIONABLE,70087,EOSE,BREAKOUT,1786988222.0,2026-08-17T17:37:02+00:00,3.9699,A,CLEAN,82,88,8.325269817640491,0.34882839159777745,0.31332912192041373,0.5037974683544277,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987020.0,1786988565.0,-0.28967984080202624,-0.24937655860348684,-0.44333610418397784,-0.37532431547393497,-0.24937655860348684,-0.44333610418397784,-0.37532431547393497,-0.24937655860348684,-0.5012720723443831,-0.5340184891307054,-0.24937655860348684,-0.7531675860852904,,-0.24937655860348684,-0.7531675860852904
ACTIONABLE,70050,STGW,EARLY,1786988219.0,2026-08-17T17:36:59+00:00,8.735,A,CLEAN,82,75,41.72,0.11690812396845107,0.11690812396845107,0.11461318051575464,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.05724098454493731,0.05724098454493731,,1.2047860622406006,1786987020.0,1786988550.0,-0.17515741270749396,0.05724098454493731,-0.17515741270749396,-0.06067544361763044,0.05724098454493731,-0.17515741270749396,0.0,0.05724098454493731,-0.17515741270749396,-0.11448196908986352,0.05724098454493731,-0.17515741270749396,,0.05724098454493731,-0.17515741270749396
ACTIONABLE,69989,MRLN,EARLY,1786988217.0,2026-08-17T17:36:57+00:00,3.6671,B,CLEAN,82,62,0.04584812807574908,0.057298772169156464,0.057298772169156464,0.30361050328227,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987035.0,1786988565.0,-0.057265959477514894,0.07635461263668653,-0.057265959477514894,-0.057265959477514894,0.07635461263668653,-0.057265959477514894,-0.11453191895502979,0.07635461263668653,-0.1936134820430313,-0.057265959477514894,0.07635461263668653,-0.1936134820430313,,0.07635461263668653,-0.1936134820430313
ACTIONABLE,69983,JOBY,EARLY,1786988216.0,2026-08-17T17:36:56+00:00,7.925,B,CLEAN,82,62,0.2970399698340875,-0.04036225120457315,-0.01135517733003022,-0.03405779734348968,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.03406940063090946,0.03406940063090946,,4.505280017852783,1786987005.0,1786988565.0,0.018927444794947235,0.06309148264984632,-0.09716088328075578,0.0,0.06309148264984632,-0.09716088328075578,-0.12618296529968154,0.06309148264984632,-0.09716088328075578,0.0,0.06309148264984632,-0.18927444794952786,,0.06309148264984632,-0.18927444794952786
ACTIONABLE,69987,UWMC,BREAKOUT,1786988216.0,2026-08-17T17:36:56+00:00,1.49,A,CLEAN,100,88,46.379204892966364,0.33670033670032407,0.37725680409592677,0.6756756756756799,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987005.0,1786988565.0,-0.5771812080536898,0.0,-0.6711409395973145,-0.3355704697986517,0.0,-0.6711409395973145,0.0,0.0,-0.6711409395973145,0.0,0.0,-0.6711409395973145,,0.0,-0.6711409395973145
ACTIONABLE,69930,TSLL,EARLY,1786988215.0,2026-08-17T17:36:55+00:00,8.645,B,CLEAN,82,62,1.7214116879941315,0.0,-0.016191709844559643,0.11580775911985697,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.1735106998264957,0.1735106998264957,,3.1219308376312256,1786987005.0,1786988565.0,0.17235396182766483,0.1735106998264957,0.05783689994216523,0.05668016194333436,0.1735106998264957,0.05783689994216523,0.058993637941018306,0.1735106998264957,-0.05783689994215413,0.2880277617119731,0.28918449971082616,-0.05783689994215413,,0.28918449971082616,-0.05783689994215413
ACTIONABLE,69934,ACDC,EARLY,1786988215.0,2026-08-17T17:36:55+00:00,5.1714,B,CLEAN,100,50,1.7582554517133957,0.6108949416342435,0.5131195335277061,-0.4542829643888413,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987005.0,1786988565.0,-0.12375758982093865,-0.4814943728970955,-0.4814943728970955,-0.8179603202227659,-0.02707197277334039,-0.9939281432494118,-0.34806822137138926,-0.02707197277334039,-0.9939281432494118,0.06961364427426897,0.16436554898093814,-0.9939281432494118,,0.16629926132187833,-0.9939281432494118
ACTIONABLE,69961,AI,EARLY,1786988215.0,2026-08-17T17:36:55+00:00,9.6287,B,CLEAN,82,75,2.34792899408284,0.03844155844157093,0.012464294988312474,0.09043659043659336,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.022848359591631784,,177.20328283309937,1786987005.0,1786988565.0,-0.009347056196573611,0.06542939337603748,-0.04361959558404349,-0.008308494396958022,0.10385617996198082,-0.04361959558404349,-0.03842678658594334,0.10385617996198082,-0.04361959558404349,-0.06958364057453315,0.1173574833570612,-0.09035487656694485,,0.1173574833570612,-0.09035487656694485
ACTIONABLE,69916,JBLU,EARLY,1786988214.0,2026-08-17T17:36:54+00:00,5.3,B,CLEAN,100,88,3.5228255646323885,0.18335444114698785,0.37878787878786735,0.13035839111295022,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987005.0,1786988565.0,-0.18867924528301883,0.0,-0.19245283018868298,-0.09433962264150386,0.0,-0.19245283018868298,-0.3754716981132056,0.0,-0.19245283018868298,-0.18867924528301883,0.0,-0.37735849056602655,,0.0,-0.37735849056602655
ACTIONABLE,69902,TDUP,BREAKOUT,1786988213.0,2026-08-17T17:36:53+00:00,2.83,A,CLEAN,82,88,47.44,0.1769911504424737,0.5435748037091015,0.5435748037091015,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.17667844522968323,,175.52160501480103,1786987005.0,1786988565.0,0.17667844522968323,-0.003533568904601214,-0.5583038869257928,0.17667844522968323,0.34982332155477636,-0.5583038869257928,-0.05300353356890719,0.35335689045936647,-0.5583038869257928,0.8833922261484162,0.8833922261484162,-0.5583038869257928,,1.0176678445229737,-0.5583038869257928
ACTIONABLE,69884,SG,BREAKOUT,1786988212.0,2026-08-17T17:36:52+00:00,5.76,A,CLEAN,82,88,27.455598455598455,0.25586131272516965,0.2628418249229547,0.2628418249229547,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786987005.0,1786988565.0,-0.08680555555555802,0.0,-0.24826388888887774,-0.26041666666666297,0.0,-0.26041666666666297,-0.17361111111110494,0.0,-0.26041666666666297,0.26041666666667407,0.26041666666667407,-0.26041666666666297,,0.3472222222222321,-0.26041666666666297
ACTIONABLE,69656,OWLT,IGNITION,1786988054.0,2026-08-17T17:34:14+00:00,6.29,A,CLEAN,100,88,8.863309352517986,1.12540192926045,1.12540192926045,0.31897926634769647,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786986855.0,1786988550.0,-0.26868044515102607,-0.20508744038155724,-0.26868044515102607,-0.26868044515102607,-0.20508744038155724,-0.26868044515102607,-0.07949125596183881,-0.07949125596183881,-0.26868044515102607,-0.6359300476947549,-0.07949125596183881,-0.26868044515102607,,-0.07949125596183881,-0.6359300476947549
ACTIONABLE,69618,UPWK,EARLY,1786988053.0,2026-08-17T17:34:13+00:00,8.105,B,CLEAN,82,75,7.137931034482759,0.01480786791383526,0.0,0.06172839506173311,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.06415792720542157,,336.3553879261017,1786986840.0,1786988565.0,-0.014805675508955396,0.0,-0.12338062924120985,0.0,0.04935225169648838,-0.12338062924120985,0.06415792720542157,0.16903146206046493,-0.12338062924120985,0.12338062924119875,0.18507094386179812,-0.12338062924120985,,0.18507094386179812,-0.12338062924120985
ACTIONABLE,69622,FLO,EARLY,1786988053.0,2026-08-17T17:34:13+00:00,7.35,B,CLEAN,82,75,3.1443514644351462,0.03266372693124797,0.0,0.017690203709497254,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.06802721088436936,0.06802721088436936,,0.0007910728454589844,1786986840.0,1786988565.0,0.06802721088436936,0.06802721088436936,-0.12925170068027736,-0.06802721088434716,0.06802721088436936,-0.12925170068027736,-0.1360544217687054,0.06802721088436936,-0.12925170068027736,-0.06802721088434716,0.06802721088436936,-0.1360544217687054,,0.06802721088436936,-0.1360544217687054
ACTIONABLE,69580,POET,EARLY,1786988051.0,2026-08-17T17:34:11+00:00,9.566,B,CLEAN,82,62,0.6658031088082902,0.0627615062761544,0.010454783063273965,0.2725366876310531,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.0,,,1786986840.0,1786988565.0,-0.1296257578925486,-0.04390549864102811,-0.1954840058540741,-0.1724858875183033,-0.04390549864102811,-0.21952749320510723,-0.11499059167887626,-0.04390549864102811,-0.2707505749529604,-0.7254860965920984,-0.04390549864102811,-0.5854066485469489,,-0.04390549864102811,-1.108091156178126
ACTIONABLE,69531,BFLY,EARLY,1786988048.0,2026-08-17T17:34:08+00:00,8.92,B,CLEAN,82,62,0.23115577889447236,-0.05602240896359634,0.038131126214024924,0.0706777208117737,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.056053811659206865,0.22421524663676085,,155.5478229522705,1786986840.0,1786988565.0,0.056053811659206865,0.056053811659206865,-0.12892376681614692,0.056053811659206865,0.11210762331839152,-0.12892376681614692,0.16816143497757619,0.16816143497757619,-0.12892376681614692,0.12107623318384775,0.22421524663676085,-0.12892376681614692,,0.22421524663676085,-0.12892376681614692
ACTIONABLE,69533,TME,EARLY,1786988048.0,2026-08-17T17:34:08+00:00,8.855,B,CLEAN,82,62,0.011353711790393014,0.03389064618164461,0.108530987858102,0.11305822498586249,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.05646527385656519,,166.53805208206177,1786986840.0,1786988565.0,-0.08582721626200218,0.033879164313943555,-0.10050818746472068,-0.033879164313943555,0.033879164313943555,-0.10050818746472068,-0.03726708074535123,0.05646527385656519,-0.10050818746472068,-0.009034443817046434,0.05646527385656519,-0.10050818746472068,,0.05646527385656519,-0.16939582156973998
ACTIONABLE,69514,QUBT,EARLY,1786988047.0,2026-08-17T17:34:07+00:00,9.015,A,CLEAN,82,88,26.18978102189781,0.0,0.0,0.1110494169905607,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.05546311702717688,,173.85670495033264,1786986840.0,1786988565.0,-0.12978369384361033,0.0,-0.16638935108154174,-0.11092623405435376,0.0,-0.16638935108154174,-0.22185246810871861,0.0,-0.22185246810871861,-0.30504714364947283,0.05546311702717688,-0.38824181919023815,,0.05546311702717688,-0.38824181919023815
ACTIONABLE,69527,ACHR,EARLY,1786988047.0,2026-08-17T17:34:07+00:00,6.4669,B,CLEAN,82,62,0.9831985065339142,-0.046368568293175816,-0.046368568293175816,0.17504182415268854,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0479364146654504,0.0479364146654504,,8.228276014328003,1786986840.0,1786988565.0,-0.07577046189055636,0.0479364146654504,-0.14226290803940334,-0.10360450911564012,0.0479364146654504,-0.14226290803940334,-0.10824351698649481,0.0479364146654504,-0.2613307767245443,-0.10824351698649481,0.0479364146654504,-0.2613307767245443,,0.0479364146654504,-0.41596437241954165
ACTIONABLE,69496,AURA,BREAKOUT,1786988044.0,2026-08-17T17:34:04+00:00,7.6,A,CLEAN,100,88,38.7,0.3075217442950029,0.4334496246960473,0.4334496246960473,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0,0.076315789473691,,160.50757598876953,1786986840.0,1786988535.0,-0.11842105263156766,-0.11842105263156766,-0.13684210526315743,-0.10394736842104235,0.0,-0.13684210526315743,-0.11184210526314908,0.0,-0.13684210526315743,-0.2289473684210397,0.076315789473691,-0.2631578947368318,,0.076315789473691,-0.2631578947368318
ACTIONABLE,69470,SATL,BREAKOUT,1786988043.0,2026-08-17T17:34:03+00:00,5.9399,B,CLEAN,100,100,3.7387434554973824,0.25147679324895034,0.4209636517328752,0.4209636517328752,PRE_IGNITION,PROVISIONAL_5M,PROVISIONAL_MIXED,0.0016835300257644903,0.0016835300257644903,,3.5528130531311035,1786986840.0,1786988565.0,-0.08249297126214916,-0.07070826108183104,-0.2946177545076534,-0.08249297126214916,-0.07070826108183104,-0.2946177545076534,-0.41919897641373716,-0.07070826108183104,-0.5033754777016397,-0.2946177545076534,-0.07070826108183104,-0.5033754777016397,,-0.07070826108183104,-0.5033754777016397
